solar_ratio,objective_value,drought_mass
0.0,-1976183986.7127967,1883.1426583791115
0.05,-2003388433.7416549,1864.7023536764916
0.1,-2030000081.9641552,1798.8122233757413
0.15000000000000002,-2055963841.7963452,1756.0099611554979
0.2,-2081073072.708851,1547.4582016467668
0.25,-2105236207.3013372,1043.6842553615952
0.30000000000000004,-2128341923.273813,790.9314509143001
0.35000000000000003,-2150233417.242232,781.3851280905446
0.4,-2170602580.3218923,573.138926407076
0.45,-2189192607.7714353,518.29477588412
0.5,-2205645118.1596017,494.80116679772954
0.55,-2219591433.9787073,382.26234044954384
0.6000000000000001,-2230591196.508451,375.170470019742
0.65,-2238238111.7435904,369.30674813282855
0.7000000000000001,-2242535845.5621495,247.10587698078623
0.75,-2243735772.4113994,209.00849613775438
0.8,-2242376981.2524114,201.24408846812744
0.8500000000000001,-2239062615.4660735,211.56936100017347
0.9,-2233969506.691073,337.3721900573145
0.9500000000000001,-2227289368.770386,468.68211752011416
